Red,Green,Blue,Label
0.933333333,0.752941176,0.392156863,3
0.462745098,0.42745098,0.203921569,1
0.51372549,0.352941176,0.976470588,2
0.556862745,0.305882353,0.243137255,7
0.921568627,0.058823529,0.003921569,0
0.439215686,0.882352941,0.760784314,2
0.047058824,0.309803922,0.976470588,2
0.976470588,0.462745098,0.901960784,6
0.733333333,0.768627451,0.333333333,1
0.376470588,0.17254902,0.301960784,6
0.901960784,0.384313725,0.756862745,6
0.341176471,0.682352941,0.231372549,1
0.62745098,0.145098039,0.478431373,6
0.992156863,0.690196078,0.066666667,3
0.917647059,0.784313725,0.109803922,4
0.729411765,0.254901961,0.066666667,7
0.337254902,0.22745098,0.584313725,2
0.278431373,0.17254902,0.290196078,6
0.988235294,0.188235294,0.549019608,5
0.525490196,0.356862745,0.933333333,2
0.870588235,0.223529412,0.917647059,6
0.619607843,0.568627451,0.552941176,9
0.51372549,0.254901961,0.145098039,7
0.349019608,0.133333333,0.623529412,2
0.28627451,0.039215686,0.811764706,2
0.08627451,0.6,0.725490196,2
0.88627451,0.164705882,0.062745098,0
0.294117647,0.847058824,0.407843137,1
0.352941176,0.752941176,0.411764706,1
0.729411765,0.149019608,0.168627451,0
0.305882353,0.333333333,0.474509804,2
0.776470588,0.882352941,0.152941176,1
0.811764706,0.811764706,0.811764706,8
0.71372549,0.498039216,0.164705882,7
0.945098039,0.274509804,0.945098039,6
0.203921569,0.701960784,0.88627451,2
0.847058824,0.211764706,0.945098039,6
0.8,0.325490196,0.733333333,6
0.243137255,0.419607843,0.949019608,2
0.57254902,0.666666667,0.08627451,1
0.925490196,0.164705882,0.960784314,6
0.517647059,0.666666667,0.321568627,1
0.521568627,0.811764706,0.905882353,2
0.168627451,0.709803922,0.176470588,1
0.643137255,0.17254902,0.058823529,0
0.239215686,0.866666667,0.796078431,2
0.6,0.066666667,0.192156863,0
0.62745098,0.247058824,0.02745098,7
0.960784314,0.462745098,0.137254902,3
0.454901961,0.047058824,0.901960784,2
0.760784314,0.498039216,0.678431373,6
0.054901961,0.584313725,0.97254902,2
0.941176471,0.831372549,0.529411765,7
0.584313725,0.211764706,0.078431373,7
0.533333333,0.494117647,0.019607843,1
0.51372549,0.231372549,0.815686275,2
0.494117647,0.384313725,0.760784314,2
0.564705882,0.862745098,0.352941176,1
0.674509804,0.756862745,0.011764706,1
0.333333333,0.996078431,0.270588235,1
0.356862745,0.615686275,0.105882353,1
0.658823529,0.91372549,0.207843137,1
0.662745098,0.878431373,0.278431373,1
0.078431373,1,0.635294118,1
0.274509804,0.737254902,0.88627451,2
0.121568627,0.607843137,0.203921569,1
0.905882353,0.023529412,0.482352941,6
0.815686275,0.815686275,0.815686275,8
0.207843137,0.301960784,0.560784314,2
0.596078431,0.074509804,0.396078431,6
0.121568627,0.498039216,0.933333333,2
0.8,0.48627451,0.078431373,7
0.8,0.380392157,0.48627451,5
0.274509804,0.878431373,0.42745098,1
0.37254902,0.780392157,0.196078431,1
0.819607843,0.819607843,0.819607843,8
0.352941176,0.517647059,0.937254902,2
0.823529412,0.756862745,0.674509804,8
0.776470588,0.960784314,0.356862745,1
0.898039216,0.760784314,0.435294118,7
0.121568627,0.235294118,0.705882353,2
0.08627451,0.556862745,0.839215686,2
0.098039216,0.811764706,0.411764706,1
0.549019608,0.184313725,0.784313725,6
0.662745098,0.545098039,0.231372549,7
0.364705882,0.921568627,0.349019608,1
0.6,0.890196078,0.478431373,1
0.466666667,0.360784314,0.811764706,2
0.509803922,0.047058824,0.901960784,2
0.282352941,0.776470588,0.839215686,2
0.419607843,0.537254902,0.145098039,1
0.898039216,0.690196078,0.290196078,7
0.098039216,0.690196078,0.188235294,1
0.203921569,0.117647059,0.596078431,2
0.345098039,0.709803922,0.796078431,2
0.733333333,0.070588235,0.858823529,6
0.933333333,0.615686275,0.619607843,5
0.258823529,0.117647059,0.564705882,2
0.407843137,0.22745098,0.168627451,7
0.517647059,0.882352941,0.235294118,1
0.062745098,0.862745098,0.396078431,1
0.317647059,0.08627451,0.839215686,2
0.6,0.098039216,0.058823529,0
0.180392157,0.180392157,0.517647059,2
0.254901961,0.847058824,0.709803922,2
0.22745098,0.631372549,0.392156863,1
0.462745098,0.709803922,0.658823529,2
0.878431373,0.709803922,0,7
0.133333333,0.756862745,0.623529412,2
0.823529412,0.823529412,0.823529412,8
0.752941176,0.494117647,0.662745098,6
0.490196078,0.945098039,0.662745098,1
0.929411765,0.37254902,0.168627451,0
0.776470588,0.894117647,0.88627451,2
0.266666667,0.690196078,0.619607843,2
0.470588235,0.31372549,0.729411765,6
0.956862745,0.517647059,0.415686275,5
0.345098039,0.137254902,0.835294118,2
0.917647059,0.105882353,0.91372549,6
0.670588235,0.301960784,0.6,6
0.839215686,0.411764706,0.57254902,6
0.870588235,0.607843137,0.054901961,3
0.729411765,0.729411765,0.478431373,9
0.956862745,0.180392157,0.184313725,0
0.368627451,0.505882353,0.733333333,2
0.474509804,0.823529412,0.282352941,1
0.439215686,0.360784314,0.039215686,7
0.498039216,0.239215686,0.698039216,6
0.77254902,0.674509804,0.219607843,7
0.121568627,0.388235294,0.360784314,2
0.690196078,0.682352941,0.215686275,1
0.776470588,0.521568627,0.776470588,6
0.290196078,0.858823529,0.231372549,1
0.894117647,0.462745098,0.862745098,6
0.623529412,0.082352941,0.694117647,6
0.51372549,0.537254902,0.725490196,2
0.815686275,0.368627451,0.478431373,6
0.776470588,0.815686275,0.196078431,1
0.117647059,0.854901961,0.262745098,1
0.82745098,0.82745098,0.82745098,8
0.192156863,0.258823529,0.133333333,9
0.705882353,0.125490196,0,3
0.568627451,0.678431373,0.270588235,1
0.639215686,0.48627451,0.968627451,2
0.933333333,0.941176471,0.996078431,8
0.768627451,0.105882353,0.082352941,0
0.321568627,0.466666667,0.521568627,2
0.847058824,0.215686275,0.329411765,0
0.262745098,0.2,0.51372549,6
0.588235294,0.917647059,0.341176471,1
0.807843137,0.003921569,0.635294118,6
0.266666667,0.031372549,0.505882353,2
0.796078431,0.8,0.419607843,4
0.925490196,0.682352941,0.803921569,5
0.176470588,0.423529412,0.737254902,2
0.984313725,0.360784314,0.674509804,5
0.333333333,0.780392157,0.796078431,2
0.466666667,0.156862745,0.376470588,6
0.521568627,0.984313725,0.478431373,1
0.51372549,0.270588235,0.188235294,7
0.976470588,0.094117647,0.615686275,5
0.498039216,0.741176471,0.31372549,1
0.196078431,0.321568627,0.431372549,2
0.784313725,0.580392157,0.015686275,3
0.549019608,0.050980392,0.207843137,0
0.211764706,0.701960784,0.592156863,2
0.768627451,0.709803922,0.058823529,4
0.960784314,0.02745098,0.356862745,5
0.137254902,0.329411765,0.815686275,2
0.28627451,0.619607843,0.466666667,1
0.176470588,0.050980392,0.701960784,2
0.035294118,0.717647059,0.415686275,1
0.694117647,0.733333333,0.2,1
0.368627451,0.839215686,0.31372549,1
0.733333333,0.717647059,0.807843137,6
0.2,0.556862745,0.62745098,2
0.658823529,0.443137255,0.411764706,7
0.403921569,0.929411765,0.792156863,2
0.168627451,0.737254902,0.82745098,2
0.074509804,0.584313725,0.176470588,1
0.403921569,0.654901961,0.317647059,1
1,0.850980392,0.317647059,4
0.862745098,0.443137255,0.349019608,0
0.68627451,0.960784314,0.22745098,1
0.125490196,0.207843137,0.815686275,2
0.862745098,0.247058824,0.435294118,5
0.239215686,0.952941176,0.388235294,1
0.019607843,0.745098039,0.509803922,1
0.074509804,0.803921569,0.588235294,1
0.717647059,0.949019608,0.035294118,1
0.149019608,0.541176471,0.976470588,2
0.831372549,0.831372549,0.831372549,8
0.768627451,0.050980392,0.419607843,6
0.737254902,0.752941176,0.419607843,1
0.764705882,0.984313725,0.658823529,1
0.094117647,0.48627451,0.184313725,1
0.949019608,0.823529412,0.007843137,4
0.243137255,0.054901961,0.48627451,2
0.976470588,0.298039216,0.568627451,5
0.388235294,0.278431373,0.776470588,2
0.250980392,0.352941176,0.937254902,2
0.325490196,0.376470588,0.77254902,2
0.262745098,0.239215686,0.933333333,2
0.156862745,0.596078431,0.607843137,2
0.623529412,0.854901961,0.560784314,1
0.666666667,0.176470588,0.08627451,0
0.439215686,0.02745098,0.921568627,2
0.996078431,0.2,0.219607843,0
0.039215686,0.317647059,0.835294118,2
0.117647059,0.129411765,0.301960784,2
0.247058824,0.619607843,0.11372549,1
0.733333333,0.839215686,0.68627451,8
0.223529412,0.945098039,0.066666667,1
0.835294118,0.835294118,0.835294118,8
0.929411765,0.576470588,0.8,5
0.047058824,0.690196078,0.823529412,2
0.098039216,0.517647059,0.894117647,2
0.396078431,0.11372549,0.584313725,6
0.537254902,0.988235294,0.811764706,2
0.11372549,0.48627451,0.42745098,2
0.498039216,0.290196078,0.407843137,6
0.094117647,0.650980392,0.933333333,2
0.078431373,0.619607843,0.733333333,2
0.909803922,0.207843137,0.917647059,6
0.760784314,0.2,0.290196078,0
0.984313725,0.596078431,0.184313725,3
0.674509804,0.494117647,0.552941176,6
0.556862745,0.152941176,0.282352941,6
0.050980392,0.349019608,0.988235294,2
0.77254902,0.333333333,0.494117647,5
0.705882353,0.278431373,0.678431373,6
0.101960784,0.149019608,0.466666667,2
0.576470588,0.564705882,0.568627451,9
0.37254902,0.105882353,1,2
0.623529412,0.325490196,0.741176471,6
0.721568627,0.996078431,0.839215686,2
0.258823529,0.290196078,0.403921569,9
0.909803922,0.635294118,0.137254902,3
0.28627451,0.423529412,0.921568627,2
0.796078431,0.2,0.607843137,6
0.509803922,0.937254902,0.184313725,1
0.666666667,0.815686275,0.145098039,1
0.474509804,0.729411765,0.82745098,2
0.568627451,0.611764706,0.235294118,1
0.690196078,0.580392157,0.537254902,5
0.976470588,0.745098039,0.988235294,5
0.066666667,0.498039216,0.019607843,1
0.31372549,0.756862745,0.51372549,1
0.349019608,0.988235294,0.8,2
0.976470588,1,0.149019608,4
0.839215686,0.839215686,0.839215686,8
0.560784314,0.007843137,0.77254902,6
0.956862745,0.717647059,0.968627451,5
0.250980392,0.584313725,0.725490196,2
0.854901961,0.584313725,0.898039216,6
0.070588235,0.337254902,0.337254902,2
0.521568627,0.094117647,0.870588235,6
0.117647059,0.388235294,0.235294118,1
0.898039216,0.345098039,0.878431373,6
0.549019608,0.764705882,0.639215686,2
0.121568627,0.678431373,0.203921569,1
0.588235294,0.517647059,0.705882353,6
0.28627451,0.784313725,0.196078431,1
0.51372549,0.878431373,0.576470588,1
0.258823529,0.949019608,0.741176471,2
0.568627451,0.552941176,0.517647059,9
0.129411765,0.596078431,0.564705882,2
0.796078431,0.976470588,0.764705882,1
0.545098039,0.631372549,0.207843137,1
0.890196078,0.341176471,0.784313725,6
0.925490196,0.392156863,0.407843137,0
0.364705882,0.462745098,0.607843137,2
0.968627451,0.043137255,0.756862745,6
0.749019608,0.435294118,0.729411765,6
0.211764706,0.058823529,0.701960784,2
0.674509804,0.945098039,0.803921569,1
0.235294118,0.082352941,0.062745098,0
0.745098039,0.050980392,0.003921569,0
0.905882353,0.098039216,0.494117647,6
0.741176471,0.282352941,0.505882353,6
0.278431373,0.639215686,0.803921569,2
0.498039216,0.960784314,0.37254902,1
0.843137255,0.843137255,0.843137255,8
0.352941176,0.42745098,0.011764706,1
0.250980392,0,0.960784314,2
0.380392157,0.980392157,0.803921569,1
0.078431373,0.525490196,0.443137255,1
0.541176471,0.764705882,0.388235294,1
0.219607843,0.11372549,0.494117647,2
0.831372549,0.858823529,0.549019608,4
0.384313725,0.976470588,0.368627451,1
0.243137255,0.807843137,0.184313725,1
0.615686275,0.466666667,0.403921569,6
0,0.37254902,0.698039216,2
0.854901961,0.352941176,0.368627451,0
0.803921569,0.850980392,0.094117647,1
0.062745098,0.952941176,0.215686275,1
0.247058824,0.894117647,0.603921569,1
0.764705882,0.2,0.784313725,6
0.117647059,0.294117647,0.819607843,2
0.51372549,0.501960784,0.823529412,2
0.129411765,0.337254902,0.474509804,2
0.784313725,0.784313725,0.784313725,8
0.309803922,0.211764706,0.862745098,2
0.980392157,0.239215686,0.890196078,5
0.250980392,0.650980392,0.909803922,2
0.756862745,0.678431373,0.815686275,6
0.878431373,0.247058824,0.168627451,0
0.945098039,0.203921569,0.423529412,6
0.278431373,0.643137255,0.941176471,2
0.137254902,0.352941176,0.054901961,1
0.309803922,0.023529412,0.592156863,2
0.847058824,0.619607843,0.984313725,6
0.223529412,0.478431373,0.011764706,1
0.909803922,0.203921569,0.576470588,6
0.380392157,0.223529412,0.388235294,6
0.850980392,0.407843137,0.203921569,3
0.098039216,0.690196078,0.062745098,1
0.592156863,0.48627451,0.384313725,7
0.196078431,0.050980392,0.545098039,2
0.215686275,0.211764706,0.658823529,2
0.078431373,0.650980392,0.988235294,2
0.047058824,0.537254902,0.17254902,1
0.607843137,0.968627451,0.223529412,1
0.196078431,0.490196078,0.639215686,2
0.368627451,0.741176471,0.423529412,1
0.505882353,0.988235294,0.505882353,1
0.670588235,0.611764706,0.050980392,7
0.850980392,0.305882353,0.937254902,6
0.160784314,0.741176471,0.878431373,2
0.839215686,0.443137255,0.556862745,5
0.188235294,0.996078431,0.847058824,1
0.945098039,0.654901961,0.141176471,3
0.549019608,0.909803922,0.454901961,1
0.909803922,0.780392157,0.933333333,6
0.82745098,0.603921569,0.121568627,3
0.345098039,0.505882353,0.921568627,2
0.764705882,0.243137255,0.952941176,6
0.066666667,0.662745098,0.792156863,2
0.345098039,0.462745098,0.862745098,2
0.458823529,0.419607843,0.458823529,6
0.694117647,0.011764706,0.921568627,6
0.850980392,0.850980392,0.850980392,8
0.337254902,0.125490196,0.450980392,6
0.823529412,0.733333333,0.862745098,6
0.815686275,0.149019608,0.509803922,6
0.160784314,0.607843137,0.51372549,1
0.71372549,0.309803922,0.160784314,7
0.02745098,0.035294118,0.243137255,2
0.588235294,0.745098039,0.109803922,1
0.729411765,0.976470588,0.788235294,1
0.803921569,0.490196078,0.266666667,7
0.17254902,0.121568627,0.77254902,2
0.349019608,0.823529412,0.215686275,1
0.470588235,0.239215686,0.917647059,2
0.392156863,0.784313725,0.650980392,1
0.396078431,0.258823529,0.447058824,6
0.007843137,0.623529412,0.905882353,2
0.478431373,0.698039216,0.564705882,1
0.019607843,0.894117647,0.066666667,1
0.670588235,0.701960784,0.282352941,1
0.117647059,0.058823529,0.392156863,2
0.42745098,0.815686275,0.066666667,1
0.57254902,0.156862745,0.980392157,6
0.541176471,0.368627451,0.51372549,6
0.894117647,0.337254902,0,3
0.960784314,0.490196078,0.11372549,3
0.764705882,0.211764706,0.007843137,0
0.698039216,0.231372549,0.184313725,0
0.42745098,0.231372549,0.011764706,7
0.454901961,0.8,0.615686275,1
0.384313725,0.6,0.890196078,2
0.376470588,0.407843137,0.941176471,2
0.68627451,0.760784314,0.17254902,1
0.737254902,0.839215686,0.992156863,2
0.807843137,0.478431373,0.37254902,5
0.784313725,0.937254902,0.098039216,1
0.019607843,0.137254902,0.964705882,2
0.125490196,0.137254902,0.290196078,2
0.956862745,0.976470588,0.141176471,4
0.164705882,0.270588235,0.992156863,2
0.415686275,0.431372549,0.545098039,6
0.074509804,0.592156863,0.28627451,1
0.988235294,0.478431373,0.88627451,5
0.839215686,0.380392157,0.890196078,6
0.701960784,0.454901961,0.909803922,6
0.854901961,0.556862745,0.776470588,5
0.062745098,0.68627451,0.807843137,2
0.588235294,0.705882353,0.105882353,1
0.22745098,0.066666667,0.501960784,2
0.094117647,0.764705882,0.858823529,2
0.88627451,0.250980392,0.858823529,6
0.854901961,0.854901961,0.854901961,8
0.862745098,0.623529412,0.623529412,5
0.149019608,0.88627451,0.474509804,1
0.305882353,0.168627451,0.309803922,6
0.364705882,0.760784314,0.28627451,1
0.631372549,0.917647059,0.243137255,1
0.08627451,0.631372549,0.71372549,2
0.223529412,0.356862745,0.964705882,2
0.521568627,0.62745098,0.447058824,1
0.576470588,0.462745098,0.133333333,7
0.31372549,0.376470588,0.666666667,2
0.247058824,0.447058824,0.203921569,1
0.643137255,0.062745098,0.470588235,6
0.156862745,0.749019608,0.22745098,1
0.847058824,0.756862745,0.039215686,4
0.521568627,0.211764706,0.098039216,0
0.184313725,0.768627451,0.031372549,1
0.556862745,0.968627451,0.411764706,1
0.266666667,0.31372549,0.819607843,2
0.882352941,0.788235294,0.82745098,5
0.188235294,0.074509804,0.376470588,2
0.949019608,0.345098039,0.537254902,5
0.023529412,0.603921569,0.152941176,1
0.682352941,0.2,0.494117647,6
0.117647059,0.705882353,0.203921569,1
0.662745098,0.615686275,0.674509804,6
0.101960784,0.4,0.784313725,2
0.568627451,0.050980392,0.498039216,6
0.803921569,0.160784314,0.019607843,0
0.305882353,0.176470588,0.431372549,6
0.494117647,0.529411765,0.156862745,1
0.976470588,0.031372549,0.266666667,0
0.341176471,0.725490196,0.517647059,1
0.337254902,0.043137255,0.603921569,2
0.215686275,0.552941176,0.494117647,1
1,0.501960784,0.835294118,5
0.819607843,0.42745098,0.203921569,7
0.647058824,0.380392157,0.603921569,6
0.349019608,0.51372549,0.635294118,2
0.945098039,0.788235294,0.266666667,4
0.419607843,0.941176471,0.08627451,1
0.91372549,0.447058824,0.525490196,5
0.819607843,0.756862745,0.388235294,4
0.988235294,0.623529412,0.611764706,5
0.31372549,0.980392157,0.980392157,2
0.517647059,0.517647059,0.490196078,9
0.219607843,0.890196078,0.498039216,1
0.745098039,0.921568627,0.643137255,1
0.149019608,0.764705882,0.694117647,2
0.321568627,0.749019608,0.905882353,2
0.933333333,0.439215686,0.57254902,5
0.88627451,0.243137255,0.505882353,6
0.921568627,0.235294118,0.898039216,6
0.8,0.325490196,0.6,6
0.71372549,0.490196078,0.011764706,7
0.458823529,0.549019608,0.239215686,1
0.670588235,0.752941176,0.984313725,2
0.988235294,0.788235294,0.007843137,3
0.090196078,0.454901961,0.717647059,2
