Red,Green,Blue,Label
0.745098039,0.643137255,0.298039216,1
0.878431373,0.815686275,0.447058824,1
0.525490196,0.847058824,0.552941176,1
0.905882353,0.549019608,0.929411765,5
0.968627451,0.42745098,0.576470588,0
0.658823529,0.129411765,0.603921569,6
0.949019608,0.949019608,0.949019608,8
0.733333333,0.658823529,0.317647059,7
0.592156863,0.839215686,0.062745098,1
0.607843137,0.933333333,0.192156863,1
0.211764706,0.541176471,0.517647059,2
0.929411765,0.047058824,0.694117647,5
0.560784314,0.505882353,0.643137255,2
0.392156863,0.109803922,0.956862745,2
0.341176471,0.862745098,0.278431373,1
0.737254902,0.258823529,0.780392157,6
0.207843137,0.643137255,0.050980392,1
0.023529412,0.854901961,0.278431373,1
0.301960784,0.329411765,0.674509804,2
0.784313725,0.505882353,0.752941176,6
0.525490196,0.647058824,0.28627451,1
0.77254902,0.850980392,0.866666667,2
0.62745098,0.011764706,0.721568627,6
0.317647059,0.11372549,0.968627451,2
0.956862745,0.282352941,0.929411765,5
0.360784314,0.996078431,0.968627451,2
0.109803922,0.937254902,0.97254902,2
0.133333333,0.141176471,0.964705882,2
0.647058824,0.2,0.450980392,6
0.97254902,0.843137255,0.662745098,3
0.890196078,0.454901961,0.22745098,3
0.494117647,0.321568627,0.839215686,6
0.803921569,0.478431373,0.71372549,5
0.635294118,0.478431373,0.549019608,6
0.709803922,0.725490196,0.129411765,1
0.537254902,0.490196078,0.254901961,7
0.560784314,0.325490196,0.733333333,6
0.678431373,0.023529412,0.298039216,0
0.098039216,0.552941176,0.533333333,1
0.976470588,0.635294118,0.956862745,6
0.48627451,0.129411765,0.898039216,6
0.333333333,0.521568627,0.611764706,2
0.17254902,0.078431373,0.4,2
0.125490196,0.603921569,0.058823529,1
1,0.462745098,0.560784314,5
0.701960784,0.847058824,0.584313725,1
0.082352941,0.870588235,0.709803922,6
0.109803922,0.807843137,0.980392157,2
0.635294118,0.494117647,0.635294118,6
0.282352941,0.77254902,0.878431373,2
0.717647059,0.439215686,0.921568627,6
0.843137255,0.839215686,0.592156863,1
0.054901961,0.282352941,0.376470588,2
0.407843137,0.023529412,0.996078431,2
0.482352941,0.592156863,0.780392157,2
0.419607843,0.607843137,0.62745098,0
0.545098039,0.247058824,0.160784314,7
0.592156863,0.57254902,0.650980392,9
0.250980392,0.278431373,0.952941176,2
0.952941176,0.952941176,0.952941176,8
0.690196078,0.458823529,0.4,7
0.203921569,0.458823529,0.145098039,1
0.384313725,0.580392157,0.058823529,1
0.098039216,0.345098039,0.784313725,2
0.42745098,0.290196078,0.035294118,7
0.160784314,0.643137255,0.42745098,1
0.164705882,0.023529412,0.388235294,2
0.8,0.619607843,0.290196078,3
0.023529412,0.42745098,0.91372549,2
0.364705882,0.345098039,0.458823529,2
0.160784314,0.956862745,0.043137255,1
0.258823529,0.415686275,0.541176471,7
0.188235294,0.803921569,0.407843137,1
0.101960784,0.270588235,0.439215686,7
0.839215686,0.054901961,0.843137255,6
0.545098039,0.694117647,0.835294118,2
0.243137255,0.698039216,0.811764706,2
0.352941176,0.247058824,0.298039216,6
0.556862745,0.129411765,0.160784314,0
0.152941176,0.352941176,0.968627451,2
0.325490196,0.196078431,0.623529412,6
0.521568627,0.501960784,0.164705882,1
0.729411765,0.070588235,0.337254902,0
0.878431373,0.737254902,0.890196078,5
0.050980392,0.015686275,0.015686275,7
0.988235294,0.51372549,0.039215686,3
0.180392157,0.901960784,0.815686275,1
0.77254902,0.192156863,0.290196078,0
0.937254902,0.729411765,0.48627451,3
0.956862745,0.294117647,0.070588235,3
0.22745098,0.08627451,0.270588235,6
0.02745098,0.792156863,0.725490196,2
0.109803922,0.956862745,0.470588235,1
0.933333333,0.807843137,0.796078431,5
0.270588235,0.62745098,0.396078431,1
0.670588235,0.364705882,0.474509804,6
0.243137255,0.243137255,0.129411765,1
0.588235294,0.945098039,0.48627451,1
0.188235294,0.964705882,0.858823529,2
0.192156863,0.458823529,0.168627451,1
0.411764706,0.454901961,0.239215686,1
0.054901961,0.745098039,0.847058824,2
0.294117647,0.607843137,0.996078431,2
0.866666667,0.776470588,0.309803922,4
0.392156863,0.392156863,0.611764706,6
0.043137255,0.960784314,0.321568627,1
0.223529412,0.521568627,0.882352941,2
0.137254902,0.694117647,0.678431373,1
0.219607843,0.356862745,0.188235294,1
0.725490196,0.384313725,0.88627451,6
0.847058824,0.607843137,0.505882353,5
0.411764706,0.090196078,0.835294118,6
0.250980392,0.490196078,0.431372549,1
0.882352941,0.737254902,0.960784314,5
0.058823529,0.278431373,0.776470588,2
0.941176471,0.831372549,0.164705882,4
0.019607843,0.215686275,0.403921569,2
0.266666667,0.878431373,0.745098039,1
0.729411765,0.054901961,0.905882353,6
0.129411765,0.521568627,0.435294118,1
0.156862745,0.396078431,0.4,1
0.105882353,0.341176471,0.643137255,2
0.909803922,0.305882353,0.015686275,0
0.321568627,1,0.043137255,1
0.133333333,0.894117647,0.431372549,1
0.450980392,0.066666667,0.933333333,2
0.231372549,0.6,0.109803922,1
0.219607843,0.525490196,0.050980392,1
0.796078431,0.592156863,0.545098039,5
0.466666667,0.615686275,0.756862745,2
0.815686275,0.549019608,0.215686275,3
0.407843137,0.105882353,0.82745098,2
0.501960784,0.42745098,0.08627451,7
0.062745098,0.549019608,0.349019608,1
0.474509804,0.635294118,0.28627451,1
0.478431373,0.709803922,0.882352941,2
0.062745098,0.541176471,0.690196078,2
0.184313725,0.831372549,0.17254902,1
1,0.031372549,0.341176471,2
0.525490196,0.698039216,0.035294118,1
0.407843137,0.870588235,0.807843137,2
0.878431373,0.282352941,0.074509804,3
0.058823529,0.054901961,0.925490196,3
0.552941176,0.11372549,0.62745098,6
0.239215686,0.360784314,0.992156863,2
1,0.109803922,0.074509804,0
0.925490196,0.278431373,0.431372549,5
0.690196078,0.556862745,0.854901961,4
0.094117647,0.219607843,0.82745098,2
0.752941176,0.231372549,0.203921569,0
0.070588235,0.078431373,0.019607843,9
0.909803922,0.196078431,0.439215686,5
0.258823529,0.352941176,0.470588235,9
0.066666667,0.607843137,0.843137255,7
0.078431373,0.090196078,0.639215686,6
0.384313725,0.68627451,0.392156863,1
0.458823529,0.941176471,0.921568627,2
0.364705882,0.345098039,0.6,6
0.082352941,0.521568627,0.529411765,2
0.133333333,0.635294118,0.698039216,2
0.792156863,0.635294118,0.207843137,3
0.168627451,0.466666667,0.556862745,0
0.294117647,0.776470588,0.207843137,1
0.564705882,0.270588235,0.239215686,7
0.784313725,0.639215686,0.105882353,4
0.474509804,0.988235294,0.384313725,1
0.458823529,0.184313725,0.474509804,6
0.776470588,0.070588235,0.925490196,6
0.388235294,0.329411765,0.741176471,2
0.97254902,0.258823529,0.749019608,5
0.929411765,0.137254902,0.188235294,0
0.568627451,0.847058824,0.48627451,1
0.717647059,0.376470588,0.411764706,0
0.490196078,0.901960784,0.325490196,1
0.862745098,0.945098039,0.780392157,2
0.62745098,0.207843137,0.329411765,0
0.337254902,0.356862745,0.149019608,1
0.274509804,0.741176471,0.309803922,1
0.615686275,0.007843137,0.070588235,0
0.584313725,0.858823529,0.478431373,1
0.580392157,0.745098039,0.741176471,2
0.874509804,0.615686275,0.988235294,5
0,0.6,0.505882353,1
0.709803922,0.682352941,0.219607843,1
0.37254902,0.878431373,0.568627451,1
0.105882353,0.180392157,0.121568627,1
0.6,0.388235294,0.239215686,7
0.074509804,0,0.466666667,6
0.749019608,0.250980392,0.674509804,6
0.329411765,0.447058824,0.203921569,1
0.011764706,0.494117647,0.133333333,1
0.007843137,0.070588235,0.792156863,2
0.235294118,0.525490196,0.705882353,2
0.082352941,0.552941176,0.815686275,2
0.482352941,0.48627451,0.678431373,2
0.815686275,0.231372549,0.682352941,6
0.262745098,0.031372549,0.364705882,6
0.894117647,0.898039216,0.298039216,4
0.321568627,0.17254902,1,2
0.141176471,0.341176471,0.2,1
0.733333333,0.505882353,0.929411765,6
0.247058824,0.035294118,0.384313725,6
0.647058824,0.4,0.074509804,7
0.788235294,0.298039216,0.274509804,0
0.321568627,0.050980392,0.929411765,2
0.662745098,0.007843137,0.352941176,5
0.607843137,0.235294118,0.047058824,7
0.690196078,0.925490196,0.654901961,1
0.670588235,0.22745098,0.988235294,6
0.141176471,0.690196078,0.415686275,1
0.890196078,0.098039216,0.933333333,5
0.874509804,0.701960784,0.870588235,5
0.858823529,0.564705882,0.466666667,5
0.02745098,0.729411765,0.129411765,1
0.760784314,0.443137255,0.149019608,3
0.02745098,0.764705882,0.109803922,1
0.882352941,0.819607843,0.709803922,7
0.854901961,0.568627451,0.764705882,5
0.035294118,0.117647059,0.866666667,2
0.988235294,0.764705882,0.984313725,5
0.831372549,0.066666667,0.137254902,0
0.352941176,0.51372549,0.517647059,9
0.917647059,0.337254902,0.121568627,3
0.250980392,0.556862745,0.321568627,1
0.141176471,0.431372549,0.745098039,2
0.42745098,0.635294118,0.180392157,1
0.729411765,0.415686275,0.62745098,6
0.556862745,0.831372549,0.862745098,2
0.541176471,0.580392157,0.141176471,1
0.556862745,0.262745098,0.003921569,7
0.82745098,0.282352941,0.023529412,3
0.215686275,0.090196078,0.964705882,2
0.431372549,0.149019608,0.309803922,6
0.956862745,0.411764706,0.905882353,6
0.396078431,0.254901961,0.329411765,6
0.556862745,0.270588235,0.462745098,6
0.91372549,0.960784314,0.047058824,1
0.756862745,0.71372549,0.835294118,9
0.866666667,0.666666667,0.196078431,4
0.576470588,0.870588235,0.658823529,1
0.062745098,0.121568627,0.211764706,2
0.117647059,0.878431373,0.301960784,1
0.823529412,0.31372549,0.91372549,6
0.701960784,0.988235294,0.403921569,5
0.635294118,0.878431373,0.262745098,1
0.333333333,0.168627451,0.956862745,2
0.156862745,0.568627451,0.262745098,1
0.823529412,0.490196078,0.435294118,5
0.698039216,0.603921569,0.176470588,1
0.909803922,0.505882353,0.705882353,5
0.149019608,0.549019608,0.721568627,2
0.450980392,0.690196078,0.933333333,2
0.635294118,0.129411765,0.105882353,0
0.694117647,0.588235294,0.760784314,6
0.117647059,0.149019608,0.77254902,2
0.843137255,0.68627451,0.407843137,3
0.77254902,0.031372549,0.352941176,5
0.643137255,0.545098039,0.603921569,6
0.51372549,0.729411765,0.215686275,1
0.356862745,0.564705882,0.4,1
0.776470588,0.678431373,0.149019608,4
0.235294118,0.188235294,0.792156863,2
0.164705882,0.337254902,0.870588235,2
0.858823529,0.905882353,0.529411765,1
0.725490196,0.050980392,0.952941176,6
0.380392157,0.254901961,0.278431373,9
0.909803922,0.752941176,0.752941176,5
0.88627451,0.82745098,0.882352941,5
0.270588235,0.078431373,0.529411765,6
0.054901961,0.133333333,0.498039216,2
0.258823529,0.647058824,0.250980392,1
0.466666667,0.250980392,0.215686275,7
0.937254902,0.149019608,0.078431373,0
0.996078431,0.862745098,0.278431373,4
0.266666667,0.529411765,0.262745098,1
0.356862745,0.57254902,0.721568627,2
0.584313725,0.984313725,0.698039216,1
0.219607843,0.690196078,0.788235294,2
0.784313725,0.035294118,0.666666667,6
0.239215686,0.074509804,0.270588235,6
0.615686275,0.639215686,0.996078431,2
0.980392157,0.647058824,0.368627451,3
0.376470588,0.231372549,0.921568627,2
0.364705882,0.6,0.078431373,1
0.68627451,0.450980392,0.658823529,6
0.949019608,0.078431373,0.345098039,0
0.392156863,0.290196078,0.517647059,6
0.164705882,0.17254902,0.858823529,2
0.156862745,0.396078431,0.611764706,2
0.509803922,0.133333333,0.219607843,0
0.082352941,0.050980392,0.639215686,2
0.77254902,0.57254902,0.698039216,6
0.694117647,0.215686275,0.996078431,6
0.68627451,0.792156863,0.2,1
0.690196078,0.019607843,0.643137255,5
0.329411765,0.956862745,0.764705882,2
0.352941176,0.721568627,0.364705882,1
0.607843137,0.423529412,0.02745098,7
0.317647059,0.949019608,0.376470588,1
0.141176471,0.219607843,0.603921569,2
0.803921569,0.474509804,0.258823529,7
0.862745098,0.219607843,0.670588235,6
0.615686275,0.184313725,0.309803922,6
0.462745098,0.317647059,0.988235294,6
0.250980392,0.662745098,0.466666667,1
0.305882353,0.952941176,0.764705882,1
0.054901961,1,0.952941176,2
0.349019608,0.690196078,0.784313725,2
0.133333333,0.11372549,0.88627451,2
0.501960784,0.639215686,0.533333333,1
0.066666667,0.333333333,0.117647059,1
0.549019608,0.239215686,0.77254902,6
0.109803922,0.8,0.854901961,2
0.647058824,0.741176471,0.235294118,1
0.482352941,0.262745098,0.933333333,6
0.88627451,0.91372549,0.68627451,9
0.482352941,0.352941176,0.298039216,7
0.223529412,0.290196078,0.854901961,2
0.549019608,0.011764706,0.384313725,6
0.956862745,0.141176471,0.439215686,0
0.823529412,0.721568627,0.517647059,4
0.674509804,0.349019608,0.901960784,2
0.690196078,0.223529412,0.207843137,0
0.305882353,0.058823529,0.878431373,6
0.909803922,0.152941176,0.921568627,5
0.145098039,0.482352941,0.768627451,2
0.545098039,0.098039216,0.968627451,6
0.690196078,0.984313725,0.956862745,2
0.290196078,0.31372549,0.02745098,1
0.258823529,0.894117647,0.839215686,2
0.219607843,0.796078431,0.831372549,2
0.258823529,0.02745098,0.196078431,6
0.062745098,0.278431373,0.035294118,1
0.650980392,0.266666667,0.341176471,0
0.231372549,0.839215686,0.619607843,1
0.278431373,0.368627451,0.380392157,9
0.109803922,0.568627451,0.71372549,2
0.188235294,0.317647059,0.768627451,2
0.298039216,0.898039216,0.721568627,1
0.223529412,0.988235294,0.77254902,1
0.035294118,0.458823529,0.192156863,1
0.756862745,0.854901961,0.964705882,1
0.349019608,0.835294118,0.341176471,1
0.57254902,0.8,0.815686275,2
0.737254902,0.678431373,0.270588235,1
0.317647059,0.717647059,0.521568627,1
0.396078431,0.992156863,0.760784314,1
0.788235294,0.784313725,0.478431373,4
0.278431373,0.709803922,0.564705882,1
0.074509804,0.466666667,0.752941176,2
0.219607843,0.682352941,0.650980392,2
0.482352941,0.443137255,0.878431373,6
0.011764706,0.729411765,0.360784314,1
0.490196078,0.474509804,0.847058824,2
0.611764706,0.823529412,0.678431373,1
0.247058824,0.819607843,0.964705882,2
0.537254902,0.349019608,0.176470588,7
0.650980392,0.478431373,0.62745098,6
0.403921569,0.270588235,0.674509804,6
0.450980392,0.039215686,0.674509804,6
0.749019608,0.823529412,0.635294118,1
0.08627451,0.337254902,0.003921569,1
0.780392157,0.792156863,0.952941176,2
0.807843137,0.109803922,0.737254902,6
0.043137255,0.709803922,0.615686275,1
0.690196078,0.509803922,0.188235294,7
0.48627451,0.898039216,0.435294118,1
0.964705882,0.415686275,0.121568627,3
0.88627451,0.050980392,0.345098039,0
0.541176471,0.878431373,0.196078431,1
0.925490196,0.835294118,0.164705882,4
0.674509804,0.435294118,0.396078431,7
0.066666667,0.384313725,0.109803922,1
0.02745098,0.635294118,0.694117647,2
0.329411765,0.482352941,0.8,2
0.792156863,0.419607843,0.392156863,5
0.129411765,0.305882353,0.882352941,2
0.97254902,0.054901961,0.996078431,5
0.262745098,0.952941176,0.305882353,1
0.474509804,0.380392157,0.623529412,6
0.615686275,0.2,0.741176471,6
0.101960784,0.694117647,0.537254902,1
0.956862745,0.968627451,0.019607843,1
0.215686275,0.345098039,0.68627451,2
0.08627451,0.047058824,0.721568627,2
0.992156863,0.756862745,0.701960784,5
0.333333333,0.82745098,0.37254902,1
0.835294118,0.301960784,0.141176471,3
0.631372549,0.741176471,0.643137255,9
0.780392157,0.305882353,0.066666667,3
0.91372549,0.435294118,0.819607843,5
0.925490196,0.160784314,0.152941176,0
0.952941176,0.941176471,0.478431373,1
0.17254902,0.219607843,0.619607843,2
0.596078431,0.682352941,0.858823529,2
0.356862745,0.125490196,0.960784314,2
0.090196078,0.023529412,0.258823529,6
0.474509804,0.450980392,0.149019608,1
0.388235294,0.294117647,0.580392157,2
0.823529412,0.196078431,0.247058824,0
0.4,0.749019608,0.807843137,2
0.023529412,0.674509804,0.274509804,1
0.105882353,0.776470588,0.768627451,2
0.537254902,0.850980392,0.564705882,1
0.556862745,0.57254902,0.894117647,2
0.415686275,0.82745098,0.643137255,1
0.152941176,0.980392157,0.215686275,1
0.784313725,0.37254902,0.647058824,5
0.709803922,0.654901961,0.611764706,9
0.88627451,0.698039216,0.380392157,3
0.956862745,0.956862745,0.956862745,8
0.066666667,0.207843137,0.149019608,1
0.650980392,0.207843137,0.662745098,6
0.329411765,0.694117647,0.831372549,2
0.862745098,0.784313725,0.02745098,4
0.023529412,0.360784314,0.937254902,2
0.933333333,0.090196078,0.780392157,5
0.984313725,0.176470588,0.290196078,0
0.317647059,0.682352941,0.109803922,1
0.341176471,0.121568627,0.874509804,6
0.549019608,0.51372549,0,1
0.639215686,0.129411765,0.290196078,0
0.882352941,0.88627451,0.588235294,1
0.333333333,0.537254902,0.376470588,1
0.149019608,1,0.270588235,1
0.768627451,0.141176471,0.670588235,5
0.054901961,0.964705882,0.419607843,1
0.447058824,0.619607843,0.02745098,1
0.725490196,0.745098039,0.168627451,4
0.905882353,0.035294118,0.847058824,5
0.639215686,0.11372549,0.2,0
0.674509804,0.603921569,0.654901961,9
0.517647059,0.231372549,0.592156863,6
0.470588235,0.917647059,0.768627451,2
0.356862745,0.623529412,0.352941176,1
0.494117647,0.796078431,0.325490196,1
0.898039216,0.819607843,0.090196078,4
0.466666667,0.784313725,0.078431373,1
0.709803922,0.556862745,0.964705882,6
0.784313725,0.482352941,0.223529412,3
0.701960784,0.988235294,0.290196078,1
0.623529412,0.905882353,0.345098039,1
0.364705882,0.870588235,0.270588235,1
0.952941176,0.48627451,0.62745098,5
0.447058824,0.77254902,0.937254902,2
0.662745098,0.22745098,0.847058824,6
0.654901961,0.019607843,0.125490196,0
0.545098039,0.603921569,0.062745098,1
0.929411765,0.576470588,0.129411765,3
0.458823529,0.231372549,0.023529412,7
0.294117647,0.08627451,0.88627451,2
0.407843137,0.109803922,0.709803922,6
0.02745098,0.384313725,0.639215686,2
0.815686275,0.054901961,0.858823529,6
0.776470588,0.180392157,0.384313725,5
0.898039216,0.141176471,0.431372549,5
0.698039216,0.82745098,0.890196078,2
0.545098039,0.635294118,0.188235294,1
0.023529412,0.8,0.807843137,2
0.603921569,0.066666667,0.431372549,5
0.039215686,0.062745098,0.776470588,2
0.403921569,0.521568627,0.721568627,2
0.196078431,0.317647059,0.28627451,1
0.57254902,0.137254902,0.145098039,0
0.180392157,0.760784314,0.047058824,1
0.631372549,0.317647059,0.003921569,7
0.243137255,0.850980392,0.870588235,2
0.298039216,0.121568627,0.549019608,6
0.42745098,0.160784314,0.894117647,2
0.31372549,0.478431373,0.08627451,1
0.137254902,0.074509804,0.705882353,2
0.643137255,0.866666667,0.149019608,1
0.945098039,0.443137255,0.015686275,3
0.729411765,0.8,0.258823529,4
0.91372549,0.180392157,0.423529412,5
0.37254902,0.035294118,1,2
0.235294118,0.654901961,0.211764706,1
0.576470588,0.792156863,0.850980392,2
0.898039216,0.180392157,0.807843137,5
0.352941176,0.945098039,0.22745098,1
0.756862745,0.545098039,0.749019608,6
0.043137255,0.262745098,0.650980392,2
0.231372549,0.768627451,0.098039216,1
0.960784314,0.141176471,0.611764706,5
0.960784314,0.960784314,0.960784314,8
0.396078431,0.909803922,0.517647059,1
0.698039216,0.960784314,0.592156863,1
0.650980392,0.101960784,0.270588235,0
0.51372549,0.28627451,0.905882353,6
0.952941176,0.631372549,0.074509804,3
0.933333333,0.058823529,0.094117647,0
0.023529412,0.231372549,0.278431373,2
0.960784314,0.949019608,0.823529412,9
0.615686275,0.6,0.145098039,1
0.57254902,0.545098039,0.129411765,1
0.549019608,0.858823529,0.733333333,2
0.349019608,0.160784314,0.956862745,2
0.2,0.388235294,0.337254902,1
0.698039216,0.623529412,0.996078431,2
0.901960784,0.4,0.262745098,3
0.294117647,0.231372549,0.745098039,2
1,0.031372549,0.776470588,5
0.137254902,0.976470588,0.901960784,2
0.596078431,0.607843137,0.066666667,4
0.168627451,0.831372549,0.68627451,1
0.407843137,1,0.180392157,1
0.776470588,0.074509804,0.91372549,6
0.91372549,0.266666667,0.717647059,5
0.317647059,0.874509804,0.298039216,1
0.019607843,0.556862745,0.258823529,1
0.835294118,1,0.125490196,4
0.341176471,0.721568627,0.964705882,2
0.796078431,0.6,0.552941176,7
0.811764706,0.509803922,0.68627451,5
0.37254902,0.933333333,0.466666667,1
0.196078431,0.192156863,0.850980392,2
0.91372549,0.643137255,0.71372549,5
0.847058824,0.007843137,0.156862745,0
0.784313725,0.815686275,0.270588235,1
0.505882353,0.388235294,0.721568627,6
0.82745098,0.023529412,0.623529412,5
0.980392157,0.862745098,0.666666667,3
0.596078431,0.823529412,0.439215686,1
0.039215686,0.211764706,0.866666667,2
0.023529412,0.090196078,0.219607843,2
0.533333333,0.729411765,0.054901961,1
0.133333333,0.211764706,0.545098039,2
0.392156863,0.788235294,0.901960784,2
0.780392157,0.584313725,0.192156863,3
0.733333333,0.68627451,0.831372549,6
0.266666667,0.180392157,0.376470588,6
0.258823529,0.17254902,0.184313725,0
0.552941176,0.039215686,0.439215686,6
0.490196078,0.454901961,0.168627451,1
0.215686275,0.149019608,0.733333333,2
0.662745098,0.658823529,0.454901961,1
0.831372549,0.768627451,0.37254902,4
0.792156863,0.22745098,0.105882353,0
0.929411765,0.607843137,0.564705882,5
0.125490196,0.152941176,0.392156863,2
0.847058824,0.250980392,0.658823529,5
0.603921569,0.490196078,0.070588235,1
0.031372549,0.576470588,0.792156863,2
0.925490196,0.674509804,0.415686275,3
0.88627451,0.937254902,0.631372549,4
0.125490196,0.149019608,0.705882353,2
0.976470588,0.725490196,0.462745098,3
0.964705882,0.964705882,0.964705882,8
0.901960784,0.882352941,0.074509804,4
0.996078431,0.258823529,0.921568627,5
0.709803922,0.937254902,0.541176471,1
0.678431373,0.431372549,0.470588235,5
0.254901961,0.745098039,0.180392157,1
0.819607843,0.388235294,0.603921569,5
0.878431373,0.352941176,0.003921569,3
0.180392157,0.678431373,0.423529412,1
0.447058824,0.615686275,0.482352941,1
0.231372549,0.901960784,0.337254902,1
0.831372549,0.266666667,0.666666667,5
0.784313725,0.6,0.517647059,7
0.537254902,0.090196078,0.137254902,0
0.066666667,0.839215686,0.980392157,2
0.792156863,0.2,0.121568627,0
0.882352941,0.419607843,0.756862745,5
0.831372549,0.235294118,0.584313725,5
0.101960784,0.992156863,0.952941176,2
0.831372549,0.239215686,0.301960784,5
0.647058824,0.925490196,0.905882353,2
0.662745098,0.807843137,0.91372549,2
0.533333333,0.42745098,0.031372549,7
0.156862745,0.368627451,0.364705882,1
0.074509804,0.662745098,0.474509804,1
0.960784314,0.305882353,0.737254902,6
0.329411765,0.580392157,0.231372549,1
0.239215686,0.392156863,0.901960784,2
0.003921569,0.878431373,0.4,1
0.403921569,0.741176471,0.121568627,1
0.960784314,0.843137255,0.090196078,4
0.290196078,0.717647059,0.615686275,2
0.235294118,0.756862745,0.541176471,1
0.411764706,0.870588235,0.968627451,2
0.050980392,0.545098039,0.690196078,2
0.321568627,0.929411765,0.643137255,1
1,0.478431373,0.905882353,5
0.403921569,0.741176471,0.82745098,2
0.266666667,0.796078431,0.537254902,1
0.117647059,0.431372549,0.031372549,1
0.066666667,0.466666667,0.6,2
0.282352941,0.882352941,0.937254902,2
0.294117647,0.007843137,0.517647059,6
0.321568627,0.364705882,0.705882353,2
0.690196078,1,0.270588235,1
0.368627451,0.929411765,0.066666667,1
0.003921569,0.28627451,0.698039216,2
0.784313725,0.874509804,0.37254902,4
0.298039216,0.498039216,0.945098039,2
0.662745098,0.250980392,0.203921569,0
0.843137255,0.231372549,0.521568627,5
0,0.945098039,0.054901961,1
0.384313725,0.156862745,0.090196078,7
0.525490196,0.458823529,0.603921569,6
0.921568627,0.470588235,0.043137255,3
0.819607843,0.050980392,0.905882353,6
0.694117647,0.22745098,0.611764706,6
0.298039216,0.207843137,0.88627451,2
0.050980392,0.952941176,0.17254902,1
0.266666667,0.815686275,0.184313725,1
0.466666667,0.207843137,0.470588235,6
0.705882353,0.62745098,0.549019608,9
0.08627451,0.749019608,0.439215686,1
0.470588235,0.701960784,0.929411765,2
0.117647059,0.505882353,0.749019608,2
0.047058824,0.741176471,0.654901961,2
0.360784314,0.490196078,0.776470588,2
0.97254902,0.631372549,0.247058824,3
0.298039216,0.596078431,0.168627451,1
0.08627451,0.384313725,0.603921569,2
0.474509804,0.756862745,0.11372549,1
0.419607843,0.639215686,0.698039216,2
0.305882353,0.839215686,0.262745098,1
0.635294118,0.635294118,0.482352941,9
0.968627451,0.968627451,0.968627451,8
0.97254902,0.97254902,0.97254902,8
0.976470588,0.976470588,0.976470588,8
0.490196078,0.368627451,0.698039216,6
0.705882353,0.156862745,0.309803922,5
0.509803922,0.439215686,0.082352941,7
0.129411765,0.960784314,0.298039216,1
0.098039216,0.929411765,0.462745098,1
0.525490196,0.094117647,0.721568627,6
0.090196078,0.858823529,0.133333333,1
0.254901961,0.729411765,0.368627451,1
0.533333333,0.109803922,0.129411765,0
0.141176471,0.325490196,0.22745098,1
0.188235294,0.054901961,0.317647059,6
0.478431373,0.690196078,0.031372549,1
0.188235294,0.341176471,0.349019608,1
0.698039216,0.788235294,0.4,1
0.937254902,0.235294118,0.08627451,0
0.054901961,0.8,0.768627451,2
0.309803922,0.611764706,0.203921569,1
0.576470588,0.874509804,0.482352941,1
0.811764706,0.784313725,0.815686275,9
0.356862745,0.870588235,0.862745098,2
0.250980392,0.921568627,0.337254902,1
0.941176471,0.266666667,0.266666667,0
0.568627451,0.560784314,0.364705882,1
0.945098039,0.674509804,0.603921569,5
0.435294118,0.37254902,0.082352941,3
0.168627451,0.674509804,0.701960784,2
0.470588235,0.345098039,0.266666667,7
0.105882353,0.603921569,0.917647059,2
0.462745098,0.211764706,0.360784314,6
0.509803922,0.419607843,0.152941176,7
0.478431373,0.223529412,0.62745098,6
0.290196078,0.035294118,0.17254902,6
0.564705882,0.215686275,0.776470588,6
0.631372549,0.592156863,0.8,6
0.815686275,0.184313725,0.121568627,0
0.796078431,0.22745098,0.643137255,5
0.035294118,0.921568627,0.08627451,1
0.278431373,0.415686275,0.074509804,1
0.011764706,0.458823529,0.274509804,1
0.803921569,0.737254902,0.070588235,4
0.37254902,0.988235294,0.517647059,1
0.996078431,0.964705882,0.498039216,4
0.337254902,0.250980392,0.741176471,2
0.756862745,0.101960784,0.023529412,0
0.035294118,0.290196078,0.247058824,1
0.647058824,0.031372549,0.698039216,6
0.298039216,0.031372549,0.454901961,6
0.384313725,0.494117647,0.454901961,9
0.854901961,0.580392157,0.007843137,3
0.921568627,0.164705882,0.874509804,5
0.184313725,0.57254902,0.525490196,1
0.662745098,0.274509804,0.450980392,6
0.039215686,0.019607843,0.949019608,2
0.156862745,0.117647059,0.325490196,6
0.662745098,0.760784314,0.039215686,1
0.333333333,0.952941176,0.443137255,1
0.647058824,0.258823529,0.537254902,6
0.003921569,0.094117647,0.62745098,2
0.839215686,0.207843137,0.956862745,6
0.721568627,0.08627451,0.298039216,0
0.77254902,0.474509804,0.905882353,6
0.298039216,1,0.305882353,1
0.698039216,0.274509804,0.949019608,6
0.054901961,0.145098039,0.266666667,2
0.133333333,0.156862745,0.694117647,2
0.043137255,0.666666667,0.576470588,2
0.592156863,0.250980392,0.945098039,6
0.996078431,0.952941176,0.262745098,4
0.607843137,0.588235294,0.211764706,4
0.345098039,0.023529412,0.898039216,2
0.8,0.901960784,0.278431373,4
0.254901961,0.505882353,0.011764706,1
0.635294118,0.984313725,0.784313725,2
0.776470588,0.745098039,0.090196078,4
0.521568627,0.192156863,0.078431373,7
0.796078431,0.196078431,0.82745098,6
0.125490196,0.705882353,0.007843137,1
0.321568627,0.803921569,0.203921569,1
0.168627451,0.564705882,0.243137255,1
0.768627451,0.48627451,0.145098039,3
0.866666667,0.968627451,0.823529412,1
0.117647059,0.984313725,0.752941176,2
